"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Time_Zone","Field_Collection_Start_Date_Time","Field_Collection_End_Date_Time","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Sample_Matrix","Sample_Source","Result_Parameter_Name","Result_Value","Result_Value_Units","Result_Data_Qualifier","Result_Data_Qualifier_Description","Result_Comment","Derivation_Method","Derivation_Method_Description","Base_Parameter_Name","Base_Result_Method","Base_Result_Method_Description","Base_Measurement_Interval","Time_Basis","Statistical_Basis","Partial_Metric_Flag","Auto_Calculated_Flag","Sample_Size","Expected_Data_Percent","Data_Qualified_Flag","Study_ID_Alias","Result_Data_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Record_Created_On","Calculated_Result_System_ID"
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",9/6/2002 12:00:00 AM,,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily average)","13.67","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Mean","","N",,,"","","",46.215695174333,-117.894652073628,,1367452
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",6/14/2002 4:02:00 PM,6/14/2002 4:02:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily maximum)","18.64","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Maximum","","N",,,"","","",46.215695174333,-117.894652073628,,1423182
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",6/29/2002 12:22:00 PM,6/29/2002 12:22:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily minimum)","14.66","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Minimum","","N",,,"","","",46.215695174333,-117.894652073628,,1720832
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",6/18/2002 12:00:00 AM,,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily average)","12.47","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Mean","","N",,,"","","",46.215695174333,-117.894652073628,,1952437
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",7/22/2002 2:15:00 PM,7/22/2002 2:15:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily maximum)","23.61","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Maximum","","N",,,"","","",46.215695174333,-117.894652073628,,2134035
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",7/9/2002 7:02:00 AM,7/9/2002 7:02:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily minimum)","11.71","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Minimum","","N",,,"","","",46.215695174333,-117.894652073628,,2390557
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",9/19/2002 12:00:00 AM,,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily average)","13.40","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Mean","","N",,,"","","",46.215695174333,-117.894652073628,,2849104
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",10/4/2002 2:41:00 PM,10/4/2002 2:41:00 PM,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily maximum)","12.49","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Maximum","","N",,,"","","",46.215695174333,-117.894652073628,,3403284
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",8/24/2002 12:00:00 AM,,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily average)","15.98","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Mean","","N",,,"","","",46.215695174333,-117.894652073628,,3528652
"ASTO0003","Walla Walla River Tributaries Temperature TMDL","32ROB-02.3","ROBISON F @ 2ND BRIDGE S OF MTN HOME PK","Robinson Cr @ 2nd Bridge","","Measurement","WA Dept of Ecology","",8/1/2002 7:15:00 AM,8/1/2002 7:15:00 AM,"",,,"","Water","Fresh/Surface Water","Temperature, water (daily minimum)","12.64","deg C","","","water thermistor","UNKNOWN-DERIVATION","Unknown derivation method - only for historic data or results where the method can't be determined.","Temperature, water","TEMPLOGGER","Temperature by data logger",,"Daily","Minimum","","N",,,"","","",46.215695174333,-117.894652073628,,3615325
